Sentence,Aspect
A Bit of a Disappointment,['OTHER']
"Our room was dark due to subdued lighting and a small window, but to be fair I did ask for a quiet room.",['ROOMS']
It was fairly quiet.,['ROOMS']
The room had a very swampy odour when the air conditioning was turned off.,['CLEANLINESS']
"The decor was nice, different and a bit funky.",['ROOMS']
The in-room shower was not a problem at all.Our minibar did not work and when I asked at the desk they offered me ice.,"['ROOMS', 'SERVICE']"
"I was happy to get it, but a working minibar would have been preferable.",['SERVICE']
The staff were very helpful and always polite.,['SERVICE']
The restaurant they recommended was good.,['FOOD']
"The area was really nice, away from the crazy busy areas.",['LOCATION']
"Overall it was an o.k. experience, but I would probably try somewhere else the next time.",['OTHER']
great hotel Just back today from 3 days staying at the owl hotel.,['OTHER']
Had a great time.,['OTHER']
Hotel was in a great location.,['LOCATION']
Close to the Leidsplien and other main streets.,['LOCATION']
"Rooms were fine - (some nicer than others), but all were cleaned every day.","['CLEANLINESS', 'ROOMS']"
Staff were always pleasant and helpful.,['SERVICE']
Bar prices very good.,['VALUE']
Little terrace was lovely for sitting and relaxing.,['BUILDING']
"Breakfast was very good with a choice of cereal, various breads, ham, cheese, eggs, fruit salad, juice + a selection of teas and coffee.",['FOOD']
This hotel will definetly be my choice of hotel when we plan our next visit to Amsterdam.,['OTHER']
"Perfect locaion, wonderful staff!","['LOCATION', 'SERVICE']"
My husband and I just stayed at the Grand Hyatt and loved it.,['OTHER']
We were in Seattle for a meeting at the convention center and it was right across the street.,"['LOCATION', 'NOTRELATED']"
"It was the perfect location for shopping,too.",['LOCATION']
Everything is right there and you are in walking distance of Pike Market Place.,['LOCATION']
"The hotel has a Starbucks, Ruth Chris Steakhouse and The Cheesecake Factory.",['BUILDING']
Ruth Chris is also the hotel's main restauraunt and bar.,['BUILDING']
"They serve breakfast, lunch and dinner there.",['FOOD']
The breakfast selection was terrific and of course the dinner was fabulous.,['FOOD']
"We never had lunch there, but I'm sure it was good also.",['FOOD']
They have a great happy hour with half price appetizers from 4-6 and again from 9-11.,['FOOD']
The rooms were nice and the bathrooms were great.,['ROOMS']
"There is a coffeemaker in the room, a nice hairdryer, iron and ironing board and a safe in the closet.",['ROOMS']
Everything you need right there.,['ROOMS']
"The staff was so nice and helpful, they really added to our wonderful week in Seattle.",['SERVICE']
"If we are ever back in Seattle, we will definatley stay at the Grand Hyatt!",['OTHER']
A charming place to stay The,['OTHER']
Chancellor exudes charm and character.,['OTHER']
The staff are exceptional and the location is as good as it gets - one min walk from Union Square.,"['LOCATION', 'SERVICE']"
"We stayed at The Orchard Hotel when we first arrived, it was twice the price and is further away from Union Square.","['VALUE', 'NOTRELATED']"
Our room was compact but exceptionally clean and comfortable.,"['CLEANLINESS', 'ROOMS']"
This hotel reminds me of an old New York hotel.,['OTHER']
"After three weeks travelling in CA and staying in all types of accommodation (5 star, BB's etc) The Chancellor is one of the nicest places we have stayed.",['OTHER']
PS. the breakfast is good!,['FOOD']
Good Times -,['OTHER']
"Lots of fun Me and my girlfriend just returned from the bravelo beach resort in Punta Cana, and we were overall very satisfied.",['OTHER']
"The resort was right on the beach lots of palm Trees very tropical, we always had good service at the restaurants; the best and most friendly restaurant was the Mexican.","['FOOD', 'LOCATION', 'SERVICE']"
"The service was very welcoming, the bars were really busy and the wait for drinks took a little longer, but we were not disappointed waiting a few extra minutes for our drinks.",['SERVICE']
"The staff was very friendly, sometimes they looked overworked and tired, but if you are nice to them and treat them with respect they will give you a smile and serve you well.I read a lot of negative reviews about this resort, but to be very honest as I do a lot of traveling to the Caribbean countries this one was defiantly a decent resort with lots of great activities.",['SERVICE']
"When you travel to the Caribbean you have to be prepared that not everything is going to be perfect, but you have to have a positive attitude and always make the best out of everything.",['NOTRELATED']
"Small, but sexy room",['ROOMS']
"Yes, the room is small.",['ROOMS']
The queen sized bed on one wall with a small desk on one side and a small nightstand on the other.,['ROOMS']
"However, the room is styled so nicely and sexy that it's not even noticed.",['ROOMS']
Excellent bedding and appointments really set this place apart from other rooms in this town.,['ROOMS']
The bathroom is really nice sized considering the size of the room; plenty large enough for two people to navigate in.,['ROOMS']
The Aveda products were also a nice surprise!,['OTHER']
"The sitting room off to the side of the room was the best part; plasma screen on the wall, armoire for hanging up clothes, a mini bar and a loveseat.",['ROOMS']
Even with all of that in the room it still didn't feel small to me.This room is perfect for two people coming in to town for a weekend getaway or one person traveling on business.,"['ROOMS', 'BUSINESS']"
I will certainly stay here again when I pass through.,['OTHER']
Heavenly is right!,['OTHER']
"This was our first stay at a Westin, and it was definitely very close to heaven.",['OTHER']
"The rooms were very clean, and we had a beautiful view of the Hudson river from the 22nd floor.","['CLEANLINESS', 'ROOMS']"
The beds were extremely comfortable as is the trademark of the Heavenly beds.,['ROOMS']
"The service was good overall, and breakfast we had was delivered on time and was very tasty.","['FOOD', 'SERVICE']"
"I had to ask for bathrobes which were advertised as part of the room package, but they were delivered promptly.",['SERVICE']
The bathroom door was a pocket metal door with a glass insert panel that slammed shut every time it closed.,['ROOMS']
"You could hear the doors shut in the adjacent rooms as well, but overall it was a great experience for Times Square during the Christmas season.",['ROOMS']
"The price was jacked up for the Christmas holiday, but you only live once!",['VALUE']
Perfect hotel at a perfect location,"['OTHER', 'LOCATION']"
My girlfriend and me stayed at the hotel Cadran over the wekend.,['OTHER']
The room we had was perfect.,['ROOMS']
"It was newly renovated, clean and had a modern design.","['CLEANLINESS', 'ROOMS']"
Also the location of the hotel is perfect.,['LOCATION']
It is only a short walk away from the Eiffel tower.,['LOCATION']
The metro station and lots of good restaurants are just around the corner.,['LOCATION']
Even though the room was very quiet.I highly recommend this hotel and I will definetly stay here again at my next Paris visit.,"['OTHER', 'ROOMS']"
NYC in the summer,['NOTRELATED']
Stayed here for an overnight while we were in town for a show.,['NOTRELATED']
"Hotel is good for a home base, but not real big (no business center, etc).",['OTHER']
"Good location between Times Square and Central Park, Blue line station on 50th and 8th, walk to theaters, plus hot and cold breakfast with 2 staff members in the dining area.",['LOCATION']
"Rooms are standard, beds are new, staff in helpful.","['ROOMS', 'SERVICE']"
They were selling broadway theater tix at the concierge desk.,['SERVICE']
"Call ahead, but I think that offered a different show each day.",['OTHER']
"Good price ($200) for a clean, safe, mid-town room (2 double beds) that includes breakfast.","['CLEANLINESS', 'FOOD', 'VALUE']"
"""it wont dissapoint!""",['OTHER']
"It was clean, modern and spacious enough.","['CLEANLINESS', 'ROOMS']"
"Content>There was some road noise at night, not from the main road directly below, but from the free-way behind, but this didnt spoil our much needed sleep.",['ROOMS']
"The pool was fine, clean and towels were available in the pool area.",['OTHER']
"Like others before, i agree that the lift took ages to arrive at times, which was mildly frustrating!.",['BUILDING']
The courtesy bus was excellent and always available.A great hotel!,['OTHER']
Loved this hotel,['OTHER']
what a huge difference!,['OTHER']
"From the time you walk in the door, this hotel makes you feel welcome.",['OTHER']
the staff goes out of their way to make sure you are happy and comfortable.,['SERVICE']
"there were always two doormen opening the lobby doors and my car door, offering bottled water for my drive; the front desk walked us to the elevators; the room attendants were dressed nicely and left special touches in the room and the room was very clean - my husband and i took a bath both nights (we never do that); the bath towels are luxurious; the room size and the bathroom size are larger than most; the bed is very comfortable; the hotel is very generous with room amenities; the food at cafe sambal was delicious (azul was closed for renovations).","['CLEANLINESS', 'ROOMS', 'SERVICE']"
Yes the pool is small but the last thing i want to do at a hotel is sit around a pool with a lot of people.,['OTHER']
"I suppose the thing that stood out most to me was the friendliness of the staff; if they weren't genuine, they certainly fooled me and my mate. i loved every aspect of this hotel and i will definitely be back, especially to go to the spa. the spa looks unbelievable and unfortunately, we were on business and did not have the time.","['OTHER', 'SERVICE']"
Have recently returned from a four night stay in the lenox a great experience.,['OTHER']
Firstly location is perfect close to Boston Common and handy for trains ( harvard trip a must) and short taxi rides to anywhere else you want to visit.,['LOCATION']
The rooms were well appointed and roomy enough bathrooms were fine.,['ROOMS']
The gym is small but does a job.Staff very pleasant over all and doorstaff were very helpful.,"['BUILDING', 'SERVICE']"
Overall if you stay at the lenox you will not be disappointed,['OTHER']
Lovely Hotel Cannot speak highly enough of The London Bridge Hotel.,['OTHER']
"Our room was delightful, the service was brilliant and the breakfast was superb.","['FOOD', 'ROOMS', 'SERVICE']"
Thanks to all staff.,['SERVICE']
"Beautiful Stay Wonderful hotel, excellent location!","['OTHER', 'LOCATION']"
"You are in walking distance (minutes) to Bourbon Street, Canal Street, and the French Market.",['LOCATION']
"The rooms were beautiful, not large, but definitely enough room for two.",['ROOMS']
"The hotel has completed $70 million in renovations, and it shows.",['BUILDING']
The bathroom was decorated with marble tile and granite countertop.,['ROOMS']
The shower was great- lots of pressure and no temperature fluctuations.,['ROOMS']
The hotel bar is unique with a revolving central carousel.,['BUILDING']
The Hunt Grill was wonderful- try the crab bisque and crab cakes.,['FOOD']
"They left an offer in our room for a free bottle of wine with 2 entrees in the restaurant, which was a nice touch.",['SERVICE']
We would definitely return to this hotel!,['OTHER']
"ugly inside, nice outside (nice location) aaaaahh!","['BUILDING', 'LOCATION']"
very ugly room.,['ROOMS']
but it has a very nice location.,['LOCATION']
Great Stay in Downtown Miami,['OTHER']
We chose the Mandarin Oriental as we felt to old for South Beach and we were glad we made the right choice.,['OTHER']
The hotel is lovely - all rooms have balconies and we chose the Executive Suite - lots of space and a lovely bathroom.,"['OTHER', 'ROOMS']"
A cab to SoBe was $30 and if you're staying at the M.O. then this is a small price to pay.,['NOTRELATED']
"The service was very good, prices for meals and drinks expensive as you would expect - no point in whinging about a $12 martini if your paying hundreds for the room.",['SERVICE']
"For those of us visitors without cars, taxis were easy to get and there is a new complex called Mary Brickell Village which has some good restaurants and is a 10 minute walk away.",['LOCATION']
"The in-room facilities have it all, although no flat screen TVs yet.",['ROOMS']
"The amenities are Aromatherapy Associates of London - smell of lavender and rose - delightful, conditioner is great.",['ROOMS']
Load of fresh fluffy towels.,['ROOMS']
"Pool is a bit small but adequate, the gym well equipped but not used much.","['BUILDING', 'OTHER']"
Azul was a fantastic meal - delicious contempory food and slick service but the only detractor was that it arrived on a cold plate.,['FOOD']
The only other detractor was the bar - off to one side of reception and seemed like a last minute thought - slick service and a list of over 200 martini - we were sorry we didn't stay long enough to try them all.,"['BUILDING', 'SERVICE']"
"Wonderful Hotel We stayed at this hotel for two nights to celebrate my birthday, and couldn't have asked for better.",['OTHER']
"We had booked one of the red rooms, but on arrival were informed that one of the suites was available in an adjacent building down a short Calle.",['SERVICE']
We were offered it at a reduced rate of an additional 鈧?,['VALUE']
0 a night instead of the usual 鈧?,['VALUE']
0 with breakfast included.,['VALUE']
"It was lovely, and looked very recently done.",['ROOMS']
"There was a king size fourposter bed,draped in white muslin.",['ROOMS']
"Dressing table, and wardrobe all beautifully decorated.",['ROOMS']
"The walls are covered in cream striped fabric, and there are very beautiful wall lights and table lamps.",['ROOMS']
The windows were dressed with acres more white muslin and luxuriously draped curtains.,['ROOMS']
"The room was equipped with a security box in the wardrobe and a very efficient mini bar, not to mention the wall mounted flat screen TV.The bathroom was spotlessly clean, and equipped with a superb shower cubicle.","['CLEANLINESS', 'ROOMS']"
"Everything from spare toothbrushes, razors , shower caps, shoe polishing sponges and a very handy sewing kit.",['ROOMS']
"Huge, white fluffy bath sheets too.The airconditioning unit was very efficient.",['ROOMS']
"The double glazing kept out all noise, and the shutters were excellent too.",['ROOMS']
"It was hard to believe that you were only a couple of hundred yards away from the Grand Canal, you heard nothing, not even the church bells!",['LOCATION']
"The entry hall was all marble, as were the two flights of stairs you had to climb to get to our suite.",['BUILDING']
We were never kept waiting to get in form more than a minute.,['CHECKIN']
"The hotel has tables and chairs right on the Grand Canal, and a shady area to the side under two large sun shades.",['BUILDING']
We sat there for a couple of hours every afternoon with a drink or two just watching Venice pass by.,['BUILDING']
"Entertainment was provided by the Gondoliers based at the Gondola station right outside the notel, their banter is wonderful to watch.",['OTHER']
"Breakfast was very good, cheese and cold meats, boiled eggs yoghurts, cereals, juice and a wide array of pastries and fresh fruit.",['FOOD']
"We got down later one morning, nearer 10 than 7, and there was still plenty to choose from.",['FOOD']
Fresh coffee is made for you from an impressive machine at reception.,['FOOD']
A choice of teas was also available.,['FOOD']
"The breakfast room was very well presented, and you can also breakfast outside or in the bar area.",['BUILDING']
The reception staff and all the waiting/bar staff were extremely helpful and friendly.,"['CHECKIN', 'SERVICE']"
Nothing was too much trouble.,"['CHECKIN', 'SERVICE']"
"Reception was full of flowers, and an enduring memory of the hotel will be the scent of lilies, gorgeous!",['BUILDING']
"We will definately be returning, and recommending it to anyone we know is intending to visit Venice.",['OTHER']
"Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case.",['LOCATION']
"They were also more than happy to store our luggage before and after check out, which was brilliantEverything is right there on the doorstep.","['CHECKIN', 'SERVICE']"
You cannot go wrong.,['OTHER']
"We were asked when we left if we could think of anyway the stay could have been better, we honestyly couldn't hink of anything at all.",['OTHER']
"On reflection, a chest of drawers might be a useful addition to Room 515, but in the scale of things, how minor is that?",['ROOMS']
"Pretty much faultless, we loved it.",['OTHER']
Great value in Seattle,['VALUE']
Myself and spouse stayed at the Warwick Seattle for four days in September.,['NOTRELATED']
This hotel does not disappoint as a reasonably priced stay in the downtown area.,['VALUE']
It's an easy walk to all sightseeing attractions (five blocks from the waterfront) and there is a free bus in Seattle but we could never figure out how that worked (do some research before you go!!).,['LOCATION']
"Our room (king bed) was spacious and nicely appointed, very comfortable and with plenty of pillows.",['ROOMS']
The coffee in the room of course was great (this being Seattle).,['ROOMS']
The bath is finished in marble with a deep tub and hand-held shower which was a nice touch.,['ROOMS']
Toiletries were below average but that's not a huge consideration for us.,['ROOMS']
Our only complaints concerned the front desk.,['SERVICE']
I had made two reservations: one for the first part of our trip and one for the third leg (after Olympic Penninsula) but decided to cancel the second reservation.,['SERVICE']
When we arrived at the hotel after a full day of travel the desk clerk kept us waiting for several minutes without so much as a hello.,"['CHECKIN', 'SERVICE']"
We moved to the second desk clerk when she was free and were told that our reservation could not be found.,['SERVICE']
No attempt was made to look for it.,['SERVICE']
We had to walk up the stairs to the parking garage and get our confirmation from our luggage and only then did they find the reservation.,['SERVICE']
The following day my office tried to call and was told that we weren't staying there.,['SERVICE']
Parking is $21/day which is pretty steep but the only option because parking in Seattle is scarce.,['VALUE']
The hotel doesn't have a shuttle so the only other option was a cab which is about $30.The hotel restaurant is adequate but for a really great breakfast walk a block to the Mayflower Park Hotel (pricey but fabulous).,"['FOOD', 'OTHER']"
"Good position, nice staff and very clean rooms !","['CLEANLINESS', 'LOCATION', 'SERVICE']"
"We have stayed 3 nights in september 2006 in the Catedral Hotel in Mexico and we really enjoyed it !All the requirements for a quick visit of Mexico city are there:- Mexico is a huge city with many places to see and this hotel is at 5 minutes from the Zocalo, 5 min from the centro historico and 2 very close metro stations are in the area.- The hotel in itself is very nice, the staff is multilingual speaking and the room was very clean and well agenced.","['CLEANLINESS', 'LOCATION', 'SERVICE', 'ROOMS']"
The bathroom is also very nice and quite big.,['ROOMS']
- The restaurant of the hotel serves very good breakfast for honest prices and the evenig you can also eat there correctly and have a quite light bill.,"['FOOD', 'VALUE']"
"- other services are available : travel agency, security boxes in the reception, internet for 10 pesos per 15 minutes and the reception can keep your luggages if you are away for your last day...",['SERVICE']
"Great Place, Great Price, Great Staff, But...","['LOCATION', 'SERVICE']"
"It was easy to find, parking for free is a bonus and boy oh boy was Versa a wealth of information!","['CHECKIN', 'VALUE']"
"She was always smiling, and ready with any questions.",['CHECKIN']
We booked the city tour thru her (she did all the calling) and she helped us reserve tickets for Alcatraz.,['CHECKIN']
"The location is perfect, right in the middle of the city, easy to walk anywhere, or hop on transit.",['LOCATION']
"The positives on the room are that is was a large room, king bed was nice, it was also very clean.","['CLEANLINESS', 'ROOMS']"
"Negatives, sheets had small holes or even areas where it was torn.",['ROOMS']
Towels were small and very rough.,['ROOMS']
"Very thin walls and floors, could hear your neighbours all around.",['ROOMS']
Furniture was old and shows the wear and tear.,['ROOMS']
Water in the shower went from cold to hot and back again.,['ROOMS']
All in all it was adequate for what we needed.,['OTHER']
The price was certainly good.,['VALUE']
"But I don't think I would stay here again, I may need to pay more and get more.",['OTHER']
Inexpensive Boutique-like Hotel,['VALUE']
I booked this hotel for less than $100 USD and it is one of the best values that I have ever received from a hotel.,['VALUE']
"The check-in is amazingly quick and can be done without talking to anyone, if you choose.",['CHECKIN']
"The computer guides you through the system; however, two guest service personnel stand by for your convenience.",['SERVICE']
The lobby is beautiful.,['BUILDING']
"The room is small (the width of the room is the length of a kingsized bed), but it is so well laid out, you would hardly notice the size.",['ROOMS']
The pod toilet is private enough that you don't feel awkward about utilizing the facility with another person in the room.,['ROOMS']
The TV and the room remote control is awesome.,['ROOMS']
"Now, the only negative about this room...the shower.",['ROOMS']
"Since the pod shower only works when it is closed, it is not possible to get warm water flowing before you step into the pod.",['ROOMS']
This burst of cold water from the roof of the shower is quite the wake-up.,['ROOMS']
The hotel is immediately adjacent to the airport and it is perfect for early morning departures!,['LOCATION']
"Also, I will seriously consider this as my base hotel for visiting Amsterdam in the future, despite the fact that it is a brief train ride from the center of town.",['OTHER']
"Note, the room can only accommodate two people who are close!",['ROOMS']
"Meaning, don't expect your family of four to be comfortable in one room.",['ROOMS']
Can't fault it...,['OTHER']
"The answer is pretty simple - you just cannot fault the Okura for price, location and for comfort.A previous reviewer commented on the decor seeming old fashioned.","['BUILDING', 'OTHER', 'LOCATION', 'VALUE']"
Part of the beauty of the Okura is that they *do* renovate it every few years - they just keep it the same way and I kind of like that.,['BUILDING']
"Over the past few years, major chains such as the Grand Hyatt, Conrad (and most recently) the Ritz Carlton have opened up in Tokyo, but I am a big fan of the Japanese-style service at the Okura - honestly nothing is too much trouble, and the response time is ludicrously fast when you call for help - laundry, iron etc.",['SERVICE']
"Top tip for frequent visitors is the Okura Club International which you can join for nothing and entitles bearers to free usage of the pool, showers and o-furo (bath) which you would normally have to pay for.",['SERVICE']
"In addition, you get two laundry vouchers for complimentary shirt wash and press (really handy) and a drinks voucher, which is perfect for a quick glass of wine before you hit the sack.I have spent many a night in the Highlander Bar which is possibly the tackiest Scottish theme bar in the world, but apparently a favourite of John Lennon and Yoko Ono (The Okura's Presidential Suite was home for the lovely couple during their time in Tokyo, I am told).",['SERVICE']
"I really can't imagine John and Yoko sitting amongst the crap Scottish memorabilia, but I hope it's true.I have only ever eaten at the Chinese restaurant in the Okura - To Ka Lin - and it is exquisite.",['FOOD']
"If you're heading to Tokyo, whether it's business or pleasure, I definitely recommend the Okura. 70s kitsch, crap Scottish bar - it's all good.",['OTHER']
Nice boutique hotel in a fabulous city!,['OTHER']
Overall Hotel California offers a fantastic value.,['VALUE']
The two things that really did it for me were the beds (very comfortable and we loved the flannel sheets!),['ROOMS']
and the free internet with printer on the mezzanine.,['OTHER']
Our room was not large but nicely decorated and very sunny with a good sized bay window looking out onto Geary Street.,['ROOMS']
"I did not notice traffic sounds during our stay, but I also sleep like the dead so it鈥檚 no surprise.",['ROOMS']
"The room had wood floors so I halfway expected my socks to pick up dust and whatnot walking around, but the floor was spotless- as was the entire room.",['CLEANLINESS']
The staff members were generally very helpful and pleasant.,['SERVICE']
Several times they assisted us with public transportation schedules and attraction information.,['SERVICE']
"Note: None of them appeared to be a 'concierge' per se and noone offered to make us dinner reservations when asked about restaurants, so expect to take care of these details on your own.",['SERVICE']
"We love boutique hotels with eclectic features, so this was a good fit for us.",['OTHER']
If you prefer large corporate-style hotels this may not be the place for you.,['OTHER']
"Next time we are in San Fran we will likely stay at the Westin, but as a more economical alternative only 2 blocks down, this place is great!",['OTHER']
"Honestly, this may be one of the best values in San Fran, a place that defies the meaning of 'value'.",['VALUE']
We were only disappointed we couldn鈥檛 stay longer in this great city.,['NOTRELATED']
"Friendly staff, great location","['LOCATION', 'SERVICE']"
My husband and I stayed at the Park Hotel and enjoyed our time in Amsterdam.,['OTHER']
The hotel is in a great location!,['LOCATION']
"The staff was so friendly and helpful, and our room was above average, considering the norm for hotels in Europe.","['ROOMS', 'SERVICE']"
"The prices were high, but the location can't be beat.","['LOCATION', 'VALUE']"
"was slightly cautious after reviews on here but was more than happy with what we ended up with - room was fine, perfectly large enough for European tastes.",['ROOMS']
"Did have the same problem with aircon but it was stuck on 23C not 25, so not such a problem.",['ROOMS']
"breakfast fantastic, as everyone has said before, and ate drank around the pool most days - certainly no complaints, and given the decent GBP/USD rate no complaints re prices.",['FOOD']
"Wine a touch expensive, but other stuff - beer (拢1.",['FOOD']
"20), cocktails well within our budgets.",['FOOD']
food also of a very good standard.,['FOOD']
"For what we paid I have nothing to complain about, and will happily return.",['VALUE']
Wouldn't stay anywhere else!!!!,['OTHER']
Just got back from a wonderful 4 day trip to NYC and had such a greatl experience staying at the Chelsea Lodge.,['OTHER']
"We went fully aware that the rooms were small, and yes they were, but spotless and charming.","['CLEANLINESS', 'ROOMS']"
Staff was very nice and welcoming.,['SERVICE']
Shared toilets are not a problem at all.,['ROOMS']
Great air conditioning...and we needed it as it was very hot.,['ROOMS']
Located on a very safe street in Chelsea...steps away from many restaurants and cafes.,['LOCATION']
For great morning coffee and pastries try La Bergamote on 9th Ave at 20th.,['NOTRELATED']
The Lasagna Ristorante on 8th is very good as well.,['NOTRELATED']
Staying at the Chelsea Lodge makes u feel as if you are living there and not just a visitor to a typical sterile hotel room.,['OTHER']
"If you are expecting a 5 star luxury hotel with all ammenities then you will probably be disappointed with the Chelsea Lodge....but for those who want an affordable,safe clean accomodation with lots of character right in the middle of everything...u cannot beat this place.","['CLEANLINESS', 'LOCATION', 'ROOMS']"
Could go on for days about how pleased we were.,['OTHER']
Such a great find....we will DEFINITELY be back.,['OTHER']
An experience of a lifetime,['OTHER']
Service was great!!!,['SERVICE']
"Greater: Lizandro Rodriguez, was very friendly and curteous the whole week I was there.",['SERVICE']
He made sure I was happy.,['SERVICE']
When I arrived to the hotel I was very sick and he send medicine to my room as well as room service.,['SERVICE']
Thank's to him I was able to enjoy my stay.,['SERVICE']
I'm planing my next vacation for next year.,['OTHER']
Loved it all!,['OTHER']
The room was great with partial ocean views and city views even though we'd only paid for city views.,"['ROOMS', 'VALUE']"
"Big enough and confortable for my husband, daughter and me.",['ROOMS']
Right across from the International Market Place and close to any shop or bus stop or anything you wanted.,['LOCATION']
"Dukes was fantastic, we had breakfast there every morning and also dinner once.",['FOOD']
The staff were excellent- very friendly even during and after the earthquake.,['SERVICE']
"Can't commend the staff highly enough including the General Manager Greg, during this difficult time.",['SERVICE']
"We were all fed free of charge, breakfast, lunch and dinner and everyone had smiles on their faces.","['SERVICE', 'VALUE']"
"They were even baking cookies and making popcorn at 8.30 pm, when we still had no electricity.",['SERVICE']
We had friends at other hotels that were fed but had to pay for their meals even though they queued up just like us.I would highly recommend this hotel and my family are already planning our trip back in 2008.,['OTHER']
Good location - average rooms - Great Exec Lounge,"['BUILDING', 'LOCATION', 'ROOMS']"
We stayed with our daughters at this downtown Hilton property for three night over the holiday weekend.,['OTHER']
"We had a nice view of the bay, although some buildings got in the way.",['LOCATION']
"The front desk staff was very polite and helpful with me, but I did see them treat some older guests with a little disrespect.",['SERVICE']
Parking was a joke at $26.00 per nite.,['VALUE']
"On the positive side - the Executive Lounge, although a little cramped, offered free drinks and appetizers everynight from 5 - 9pm and the Exec Concierge was very helpful.","['OTHER', 'SERVICE']"
He put together a dinner at Salty's that included a complimentary limo ride to and from the Hilton - a big win for the kids.,"['SERVICE', 'NOTRELATED']"
"I would stay here again on points of for business, but if it was my own money I might look around before booking it.","['OTHER', 'VALUE', 'BUSINESS']"
"Hotel for Tourists For those on vacation to Mexico City, you can't get any better than this lovely hotel.",['OTHER']
"Its location is perfect, overlooking a beautiful cathedral, the national palace, the ruins of the Aztec pyramids, and one of the largest squares in the world.",['LOCATION']
More historical and cultural sites are within walking distance than we could possibly see in our 5 day stay.,['LOCATION']
A breathtaking view by any standard.,['OTHER']
"The hotel's breakfast buffet is bountiful and delicious, and the prices reasonable.",['FOOD']
"Our room was small, but very clean and had a nice high ceiling and a safe.","['CLEANLINESS', 'ROOMS']"
"By international standards, the price of the room was very reasonable.",['VALUE']
"Also, the food at the nearby Cafe de Tacuba is excellent.",['NOTRELATED']
"For visiting sites in other areas of the city (we loved visiting Frido Kahlo's Blue House in Coyoacan), the hotel will arrange for taxi service.",['SERVICE']
"The driver can take you from place to place, for a reasonable price.",['NOTRELATED']
As city hotels go........,['OTHER']
"Slap bang in the middle of Mong Kok, 25 mins from the airport is this impressive structure connected to a shopping mall which is at best average by HK's high shopping standards.","['OTHER', 'LOCATION']"
Check in on a Thursday evening was rapid we chose this hotel on kowloon side as we were there for business.,"['CHECKIN', 'BUSINESS']"
This hotel was The Business.,['BUSINESS']
StaffImmediate upgrade to larger triple with excellent views.,['SERVICE']
"Reception staff were first class, concierge service was equally as gracious with an ambundance of local knowledge from advice as to where to get a good pint to the best place for toys, complete with a beware the quality reminder.",['SERVICE']
I did require a doctor whilst there as I had forgot to pack some cruical medication that was available on prescription only.,['NOTRELATED']
The duty manager spoke to me in person and advised me to go to my room whilst he sorted this out within 5 minutes I was on the phone to the hotels sub contracted doctor who advised me to travel to see him as it would be quicker and cheaper.,['SERVICE']
"From pressing the lift buttons for you to helping you in and out of taxi's, to there genuine pleasure in serving you.",['SERVICE']
This was a refreshing change and something staff at the supposed super resorts in Dubai (I have Madinat Jumeirah in Mind) should take note of.,['SERVICE']
"Truly truly gob smacking pioneering customer service with little touches everywhere, amazing gracious service.",['SERVICE']
"The room, all mod cons, plasma, dvd, stereo, wireless keyboard for the internet (chargeable), quiet and reliable air con, nice window seat built into the ledge, reasonable min bar prices, pillow menu, slippers, gown etc.",['ROOMS']
"The rooms are fresh, crisp, well maintained, bathrooms are spacious enough and the 'open' bathroom is easily rectified by simply drawing the blinds.",['ROOMS']
"Restaurants and bars Very good from bar snacks, to the chinese (Ming Court I think?)",['FOOD']
restaurant the food quality is good.,['FOOD']
"You do have an awful amount of choice within the attached shopping centre from mcdonalds, deli france, pizzas so if you are budgeting and saving cash for the shops its pitched well for you.LocationDon't be put off by Mong Kok. Its not rough by Uk standards its quite charming and has a chinese bustle to it.",['LOCATION']
You are safe and there are more than enough shops in the immediate locality for you to have a browse around.,['LOCATION']
There is a shortage of good local bars however but don't worry.,['NOTRELATED']
Its only 60-80 HKD to the Wan Chai bars and central.,['NOTRELATED']
Again same price to the Mall at Harbour city which is a good one in my opinion.,['NOTRELATED']
You can also use the MTR which is 4 mins from the hotel.,['LOCATION']
"Clean, fast and efficient a pleasure to use, journey time into central/ causeway bay 10 mins max.",['NOTRELATED']
You can also use the star ferry(pennies) on the Kowloon side which will drop you island side adjacent to harbour city mall which is a good spot to take the classic harbour panoramic photo.,['NOTRELATED']
I have no qualms about staying Kowloon side the hotels tend to be cheaper.,['VALUE']
OverallI've been a very lazy trip advisor for years.,['NOTRELATED']
"I should have posted reviews about the Atlantis Bahamas, Loewes Miami beach, Mina A Salam Dubai, Westin Times Square New York, numerous eastern shangri la's.",['NOTRELATED']
"This hotel beats the pants off them and I will be using them again in April/mayThis Hotel its not a beach resort if it was the sand would be raked hourly men would clean your sunglasses every 15 minutes, fruit cocktails on sticks, cucumbers for the eyes etc.",['OTHER']
The hotel and its staff are excellent go and enjoy a fantastic city hotel.,"['OTHER', 'SERVICE']"
Flights Virgin (Direct booking) Truly Rubbish service both ways and I like Virgin.,['NOTRELATED']
"Hotel Booked via expedia excellent rate, though Asiarooms.",['NOTRELATED']
com had excellent rates for April 2008 when I last checked.,['NOTRELATED']
I just got back from staying at Hotel Vintage Park and their staff is excellent.,['SERVICE']
We were celebrating our 1st yr anniversary and the hotel upgraded our room to a King Premiere and gave us a complimentary bottle of champagne.,"['ROOMS', 'SERVICE']"
