text,pred_category,true_label
The hotel was selected due to the proximity of a convention I attended at the Mascone Convention Center.,"('OTHER',)","('LOCATION',)"
Management was rather rude to another fellow union member who wanted to bring in food and drinks for personal consumption.,"('FOOD',)","('SERVICE',)"
"This is an up-scale, luxury property and not where college frats would stay and have wild parties, but that's how the fellow union member was treated.","('OTHER',)","('SERVICE',)"
The elevators where constantly out of service while filled at capacity due to the convention.,"('SERVICE',)","('BUILDING',)"
Super Clean!,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS',)"
"Hotel is really superclean, very nice and the helpful staff is very friendly.","('SERVICE',)","('CLEANLINESS', 'OTHER', 'SERVICE')"
-The amphitheatre is perfect for a nice picknic. -Don't miss the little farmers-market on sundays on Place Monge.,"('OTHER',)","('NOTRELATED',)"
Ideal Spot! Great Experience!,"('OTHER',)","('LOCATION', 'OTHER')"
The hotel is the quintessential bargain for college parents and is in the greatest location - not quite in the french quarter and not too far uptown.,"('LOCATION',)","('LOCATION', 'VALUE')"
The building was characteristically New Orleans and made me feel like I was staying with family or friends rather than at a hotel.,"('OTHER',)","('BUILDING',)"
"If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.","('OTHER',)","('BUSINESS', 'OTHER')"
"But if you prefer to stay in a cozy and comfortable bed and breakfast type of hotel, the Avenue Garden is the perfect fit.","('ROOMS',)","('OTHER',)"
Housekeeping was curteous and kept my room clean and stocked.,"('CLEANLINESS',)","('CLEANLINESS', 'SERVICE')"
"Overall, I was more than pleased with my experience and would strongly recommend this hotel, especially to those traveling on a budget.","('OTHER',)","('OTHER', 'VALUE')"
"Although older, the hotel provided a clean and comfortable place to stay for our visit -- a one-night stay going over and several nights coming back from Australia.","('OTHER',)","('CLEANLINESS',)"
The beach was within easy walking distance.,"('LOCATION',)","('OTHER',)"
"Boy, it's going to be tough to write this review.","('OTHER',)","('NOTRELATED',)"
Then hot tea arrived the room with Asian cookies.,"('ROOMS',)","('SERVICE',)"
The kids had stuffed animals and baseball caps on their beds!,"('ROOMS',)","('SERVICE',)"
Our bathroom had a tub that overlooked the bay.,"('ROOMS',)","('LOCATION', 'ROOMS')"
I can't tell you how relaxing it was to soak in a hot tub and have the whole city of San Francisco below you!,"('ROOMS',)","('LOCATION', 'ROOMS')"
They suggested restaurants and treated the kids like family.,"('OTHER',)","('SERVICE',)"
"Perfect rooms, wonderful views, attentive staff and San Francisco.","('OTHER',)","('LOCATION', 'ROOMS', 'SERVICE')"
"The suites were spotlessly clean, modern and fully equipped with two bedrooms, two bathrooms, kitchen with some utensils.","('CLEANLINESS',)","('CLEANLINESS', 'ROOMS')"
"There was however, no coffee maker.","('FOOD',)","('ROOMS',)"
The staff were very helpful and friendly and the buffet breakfast in the relaxing dining room was excellent.,"('SERVICE',)","('FOOD', 'SERVICE')"
The rack rate is 400E which may be expensive if only two are staying.,"('OTHER',)","('VALUE',)"
"Lovely staff, great for business","('SERVICE',)","('BUSINESS', 'SERVICE')"
"I otherwise probably would not have been able to stay there for four nights (it isn't cheap), but with work paying for it, I got to splurge a little.","('OTHER',)","('VALUE',)"
"Comfy, plush, great bedding.","('OTHER',)","('ROOMS',)"
The bathroom was clean and nice.,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS',)"
"They have L'Occitaine products, which I love, so that was a bonus.","('FOOD',)","('OTHER',)"
I needed to receive and send a fax ... no problem (and no charge).,"('NOTRELATED',)","('SERVICE',)"
"I ordered room service one day ($28, ouch!),","('SERVICE',)","('VALUE',)"
and the waiter was great.,"('FOOD',)","('SERVICE',)"
"I usually stay at a Starwood property like the W when in NYC, but this time I decided to go for a more personal experience.","('OTHER',)","('NOTRELATED',)"
"I went back and forth between the Giraffe and The Muse, finally deciding on Giraffe just a few days before my trip.","('OTHER',)","('NOTRELATED',)"
"There were three of us travelling together, my parents (who were making their first trip to NYC) and me.","('OTHER',)","('NOTRELATED',)"
The hotel gives you two complimentary bottles of water in your room.,"('ROOMS',)","('OTHER',)"
The housecleaning staff was very attentive and always turned down the room before we got back in the evenings.,"('SERVICE',)","('CLEANLINESS', 'SERVICE')"
"As previously reported, they do provide you with dark chocolate at turndown.","('OTHER',)","('SERVICE',)"
The hotel itself is very nicely designed as well.,"('BUILDING', 'ROOMS')","('BUILDING',)"
The lobby has walls of windows so it is always very bright and airy.,"('ROOMS',)","('BUILDING',)"
"Check in was very smooth and fast, and they gave me exactly the room I had requested.","('ROOMS',)","('CHECKIN',)"
"Personally, I feel the best service the hotel provides is its complimentary meal and snack service throughout the day.","('SERVICE',)","('FOOD', 'SERVICE')"
"Even after returning at 11 p.m. from a full day of sightseeing, you can walk over to the bar in the lobby and grab some complimentary water bottles.","('BUILDING',)","('FOOD',)"
Our room was downstairs near the breakfast area which eliminated any issue with the lack of a lift.,"('ROOMS',)","('OTHER',)"
We spent most of our time sightseeing and found the convenience of getting to and from the hotel ideal.,"('SERVICE',)","('LOCATION',)"
I would recommend to others traveling on a budget.,"('OTHER',)","('VALUE',)"
"Additionally, with the weather being cool, we didn't have any issues with the lack of air conditioning, which I could foresee as a problem in the heat.","('ROOMS',)","('OTHER',)"
It probably needs it again.,"('OTHER',)","('BUILDING',)"
"Our room, on the Ocean, was, as was mentioned by others, not available until 4PM, which is the guaranteed check-in time.","('CHECKIN',)","('SERVICE',)"
"From 2PM until 4PM, I was told our room would be avaiable in 20 Minutes.","('ROOMS',)","('SERVICE',)"
This occured 4 times.,"('OTHER',)","('SERVICE',)"
"Room was clean, and the new Hilton comfort bed sheets were very nice.","('ROOMS',)","('CLEANLINESS', 'ROOMS')"
"Service was very nice, and the beach was awesome!","('SERVICE',)","('NOTRELATED', 'SERVICE')"
A Beautiful Deal,"('VALUE',)","('OTHER',)"
"My sister and I stayed at this resort from Apr 26 - May 2, this year, 2008.","('OTHER',)","('NOTRELATED',)"
We still can't believe we stayed at such a beautiful place with such great service for the amount of money we paid.,"('OTHER',)","('BUILDING', 'OTHER', 'SERVICE', 'VALUE')"
We booked this trip through cheapcaribbean.,"('OTHER',)","('NOTRELATED',)"
It takes about 45 minutes to get there from the Punta Cana airport.,"('OTHER',)","('LOCATION',)"
I was not happy about this but since we were starving our main priority was to eat.,"('SERVICE',)","('NOTRELATED',)"
We ate there during most of our stay.,"('OTHER',)","('FOOD',)"
"We spent our days going back and forth between the beach (absolutely beautiful clear water and white soft, sand) and the pool.","('OTHER',)","('LOCATION',)"
"For both the beach and the pool, if you want a chair under a palapa to cover yourself from the sun, I suggest you get their early (between 8 and 8:30) or before you have breakfast, take your towels and leave them on the chairs you want.","('NOTRELATED',)","('OTHER',)"
"We didn't always get there early or leave towels on the chairs and we were still able to find palapa covered seating, it just would take a lil bit of walking back and forth and possibly sitting in an area too far from the water or the bar.","('BUILDING',)","('OTHER',)"
I simply cannot express how beautiful the beach is.,"('OTHER',)","('LOCATION', 'NOTRELATED')"
The photos on their website come close but in person it is something else.,"('LOCATION',)","('OTHER',)"
The pool which goes up and down the length of the resort is so big that at times you feel like it is your own pool.,"('BUILDING',)","('OTHER',)"
"No matter where you are in the pool there is a bar close-by, not to mention the swim-up bar.","('LOCATION',)","('FOOD',)"
All of it is absolutely gorgeous.,"('OTHER',)","('FOOD',)"
"They have bridges going across the pool at different spots, just beautiful.","('OTHER',)","('BUILDING',)"
You are treated as though you woke up that morning as Queen Elizabeth.,"('SERVICE',)","('OTHER',)"
My sister and I are a bit shy and like to keep to ourselves.,"('OTHER',)","('NOTRELATED',)"
The bartenders/waiters are so friendly that they ask you not only if you are enjoying yourselves but where you are from and so on.,"('SERVICE',)","('OTHER',)"
They might have spoken to my sister and I more than others because we speak really good Spanish and this would pique their interest as to where we learned to speak the language.,"('SERVICE',)","('OTHER',)"
"Even if you do not have an ocean-view or poolside room, you are still surrounded by such beautiful gardens and fountains.","('ROOMS',)","('BUILDING',)"
Please remember to tip the staff.,"('SERVICE',)","('NOTRELATED',)"
"They'll give you great service regardless of how you do or don't tip but they are not paid very much, work twelve days in a row with three days off in between, and our tips make all the difference.","('SERVICE',)","('NOTRELATED',)"
The great price you will get to stay at this resort should make tipping easier for all.,"('OTHER',)","('NOTRELATED', 'VALUE')"
"You will find a lot of Germans, French, and Spaniards visiting this resort.","('OTHER',)","('NOTRELATED',)"
Mainly Europeans with the balance being Canadians and Americans.,"('ROOMS',)","('NOTRELATED',)"
A lot of families and couples.,"('OTHER',)","('NOTRELATED',)"
"Not big with the young, single crowd.","('OTHER',)","('NOTRELATED',)"
If you are young and single you are probably going to want to go off the resort for the clubs.,"('OTHER',)","('NOTRELATED',)"
Taxis should make this no problem.,"('OTHER',)","('NOTRELATED',)"
During the day they also have activities you can participate in led by the animation team.,"('NOTRELATED',)","('OTHER',)"
The only area of major concern for us was that we overheard a guest being asked to sleep at a neighboring resort for one night because they did not have room for him.,"('SERVICE',)","('OTHER',)"
This was disturbing because the guest had reservations and were there for a wedding but for some reason there was no room.,"('ROOMS',)","('OTHER',)"
"We think not,a first class hotel set in a tropical paradise of luxuious gardens, white sand beaches and swaying palms filled with coconuts!","('OTHER',)","('NOTRELATED', 'OTHER')"
"We experienced impeccable service, our room was cleaned to perfection each day and our mini- fridge was well stocked an extra dollar or 2 here and there gets you extra's such as extra coffee and towels.","('SERVICE',)","('CLEANLINESS', 'SERVICE')"
"We would go back in an instant, worth the few extra bucks.","('OTHER',)","('VALUE',)"
"From the chromed elevator to the mysterious Murphy bed, the tear drop trash cans and the dimmable light tower, she was intrigued.","('ROOMS',)","('BUILDING', 'ROOMS')"
"The CD cube bedside clock/alarm, the metal mesh chairs and the cute one cup at a time fast coffee brewer all met with her approval.","('OTHER',)","('ROOMS',)"
"But best of all in her opinion were the iMacs and free internet access on every other floor, with the Starbucks leading off the front lobby a close second.","('VALUE',)","('BUILDING', 'SERVICE')"
"I booked a room with a single queen bed through Cheap Tickets and was happy with Diva's responsiveness to my e-mail request to give us two beds ( they gave us a room with a king and the Murphy bed, both very comfortable).","('ROOMS',)","('ROOMS', 'SERVICE')"
Check in and check-out were smooth and professional and the front desk people were always happy to call a taxi or help with a question.,"('CHECKIN',)","('CHECKIN', 'SERVICE')"
There is an exercise room which we did not use (got enough exercise on the San Francisco hills!),"('ROOMS',)","('BUILDING',)"
A complimentary breakfast is available but we just hit the Starbucks and then the road each morning.,"('FOOD',)","('FOOD', 'NOTRELATED')"
Hotel 14 t0 17 FebruaryA large hotel in central Hollywood.,"('OTHER',)","('LOCATION',)"
Taxis are required for down town and the business district.,"('BUSINESS',)","('LOCATION',)"
Must see Getty Centre and the Grove shopping road.,"('LOCATION',)","('NOTRELATED',)"
Tip choose a floor above the tenth floor for great views.,"('OTHER',)","('NOTRELATED',)"
"When we checked into our room we received the most wonderful platter of fruits, nuts and banana bread and a fantastic display of fresh flowers.","('ROOMS',)","('CHECKIN',)"
We had our three children in a room next door to us and it was a truely magical experience for them.,"('ROOMS',)","('OTHER',)"
Beautiful on the outside problems on the inside,"('ROOMS',)","('BUILDING', 'OTHER')"
Our number one complaint is that the hotel room smelled of mold/mildew.,"('ROOMS',)","('CLEANLINESS', 'ROOMS')"
We actually had to turn off the air conditioner and leave the door open to get some fresh air.,"('ROOMS',)","('CLEANLINESS',)"
The smell was so strong that we actually brought it back to Boston.,"('OTHER',)","('CLEANLINESS',)"
We had to air out our suitcases.,"('ROOMS',)","('CLEANLINESS',)"
"Anyone with allergies to mold, I would stay away from this resort.","('OTHER',)","('CLEANLINESS',)"
"Also, anyone bothered by a really hard mattress would not enjoy this hotel.","('OTHER',)","('ROOMS',)"
"Also, the resort did not have top shelf liquor.","('OTHER',)","('FOOD',)"
"Other than the frozen drinks, I would not reccommend a mixed drink here.","('OTHER',)","('FOOD',)"
The staff was friendly and the food was good.,"('FOOD',)","('FOOD', 'SERVICE')"
I stay here every business trip to Sydney,"('OTHER',)","('BUSINESS',)"
Zeta bar is a good place to invite colleagues for a night out - long lines on Friday night so it's popular with the locals as well.A friend with an assistance dog shared the room last stay.,"('ROOMS',)","('OTHER',)"
great property Great hotel--very detailed.,"('OTHER',)","('BUILDING',)"
"Sand fleas or ants in room, which I am not a beach person so didn't know if this was normal or not???","('ROOMS',)","('CLEANLINESS',)"
"Pool was warm, hot tub was non-existent it was covered up or under construction on what looked to be not touched in a long time.","('ROOMS',)","('OTHER',)"
"Restaurant was okay, drinks in lobby bar were very expensive.","('FOOD',)","('FOOD', 'VALUE')"
Free breakfast was good and the valet guys were good.,"('FOOD',)","('FOOD', 'SERVICE')"
Very loud party group down the hall and fire alarm went off in the middle of the night.,"('ROOMS',)","('OTHER',)"
I phoned the front desk to see if everything was okay and they acted like I was nuts to even ask while being up there 7 floors above.,"('SERVICE',)","('CHECKIN',)"
Don't open curtains as you will only view filthy windows.,"('OTHER',)","('CLEANLINESS',)"
"Cocktail, maybe some fruit or the best guacamole you ever had.","('OTHER',)","('FOOD',)"
Great Location We stayed for two nights paying about 拢50 per room per night.,"('VALUE',)","('LOCATION',)"
The rooms were clean and tidy and the free breakfast each morning was great.,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS', 'FOOD', 'ROOMS')"
The staff were always pleasant polite and we would definately recommend the Holiday Inn Express' all over the world and stay there again.,"('OTHER',)","('SERVICE',)"
We choose to stay at HI Exp when we can because they are reasonably priced and include a substantial breakfast and you know exactly what you're going to get because the quality of the hotels are all very similar.,"('OTHER',)","('FOOD', 'VALUE')"
(2) it is clean and very modern in decor.,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS',)"
"(3) the hotel left us two bottles of plain water and two bottles of sparkling water every day, for free.","('OTHER',)","('SERVICE', 'VALUE')"
(4) the hotel restaurant had a separate area where we could avoid the 15 euro breakfast in the morning and just have a reasonably priced (and delicious) caffe con leche and pastry.,"('FOOD',)","('FOOD', 'VALUE')"
The rest of Barcelona is really out of reach on foot.,"('OTHER',)","('LOCATION',)"
"The other thing we did not like is that, although the hotel has free WiFi, if you don't bring your laptop, using the hotel's computers costs 6 euros an hour.","('OTHER',)","('VALUE',)"
"The petty crime and pickpocketing in Spain is completely out of control: there were three attempts that we know of on us in two weeks, all in or around the metros.","('ROOMS',)","('NOTRELATED',)"
We felt more unsafe in Spain than in any other place in Europe.,"('OTHER',)","('NOTRELATED',)"
"There is no police presence except at the metro turnstiles, where they're trying to deter farebeaters; apparently the Spanish police don't care that tourists are being preyed upon.","('SERVICE',)","('NOTRELATED',)"
Good vacation for the money.,"('OTHER',)","('OTHER', 'VALUE')"
People are more friendly and helpful than in Cancun.,"('SERVICE',)","('OTHER',)"
"Clean , tidy,very helpfull","('OTHER',)","('CLEANLINESS', 'SERVICE')"
"The manager and staff were extremely helpful ,advising us where to go and what to do.Highly recommended.","('SERVICE',)","('OTHER', 'VALUE')"
"Well, all we saw of the ocean was the roof top of another building.","('FOOD',)","('ROOMS',)"
The bird droppings often found in the Mirador Grill usually found on the plates and tables did not help.....disgusting and certainly not acceptable in the light of the bird epidemic.,"('ROOMS',)","('FOOD',)"
The casino there is a bit sketchy.....many of the machines were not functioning properly and the atmosphere was not pleasant....small is not even close.,"('LOCATION',)","('OTHER',)"
Seems they had a major problem...They were ABSENT.,"('SERVICE',)","('OTHER',)"
"Check in was smooth and friendly, the room spotless and quiet, the bed heaven, the bath products really nice, and best of all the location is fabulous - right in the World Square shopping area in Chinatown.","('LOCATION',)","('CHECKIN', 'LOCATION', 'ROOMS')"
It's a short stroll to the best yum cha in Australia.,"('OTHER',)","('LOCATION',)"
Absolutely loved this hotel and its staff,"('OTHER',)","('OTHER', 'SERVICE')"
From the moment we booked the room we were treated wonderfully.,"('ROOMS',)","('SERVICE',)"
The hotel was so homey and comfortable it was indeed like being in a French Countryside Inn.,"('ROOMS',)","('BUILDING',)"
"These wonderful people and anyone else whose names I didn't get, made this a wedding and honeymoon we'll never forget.","('OTHER',)","('SERVICE',)"
We enjoyed the ocean bavaro.,"('OTHER',)","('NOTRELATED',)"
I still dont know how we got it but it was wonderful..,"('OTHER',)","('ROOMS',)"
The shows at night were ok. Nothing great.,"('OTHER',)","('SERVICE',)"
The buffets were the about the usual.,"('ROOMS',)","('FOOD',)"
I am a beach person and I was disappointed.,"('OTHER',)","('NOTRELATED',)"
I thought the water would be more blue but it wasnt.,"('OTHER',)","('NOTRELATED',)"
So far the riviera maya in mexico has the most beautiful water that ive been too.,"('BUILDING',)","('NOTRELATED',)"
"Shopping uneventful, it is a pretty poor country.","('OTHER',)","('NOTRELATED',)"
We never met the infamous Storm even though the reviews on his service were the final factor in booking this hotel.,"('SERVICE',)","('OTHER',)"
I do not know about the location and it did not really matter because taxis are readily available and very inexpensive.,"('LOCATION',)","('LOCATION', 'NOTRELATED')"
The staff wrote down in Chinese where we wanted to go and numbered each card so we simply handed the card to the taxi driver and off we went each day.,"('SERVICE',)","('NOTRELATED',)"
"I recommend adding the breakfast to the room charge, the buffet is varied and an excellent value.","('FOOD',)","('FOOD', 'VALUE')"
I do a lot of business traveling and found my recent stay at the Grand Hyatt in downtown Seattle to be among the best experiences in years.,"('OTHER',)","('BUSINESS', 'OTHER')"
"My room was spacious and the bathroom had both a deep, clean tub at one end and excellent shower at the other.","('ROOMS',)","('CLEANLINESS', 'ROOMS')"
Wake-up calls are done by staff and you even have the option when making the reservation for more than one wake-up (which one of my sleepy colleagues certainly appreciated).,"('SERVICE',)","('CHECKIN', 'SERVICE')"
"Granted, it's on the pricey end if you're a budget traveler, but I think you get your money's worth if accommodations and service are important to you.","('SERVICE',)","('VALUE',)"
"Great hotel, great location","('LOCATION',)","('LOCATION', 'OTHER')"
"A great hotel, with large, clean rooms and attentive staff.","('CLEANLINESS', 'ROOMS')","('CLEANLINESS', 'OTHER', 'ROOMS', 'SERVICE')"
"The hotel's air conditioning went out while we were in our meeting, and we were boiling, but they did nothing to accommodate us, or discount the meeting room charge.","('SERVICE',)","('BUILDING', 'SERVICE')"
"If you do go there, put everything in writing...I asked for a couple dozen cookies and sodas on consumption and was charged over $12 per person!!!","('OTHER',)","('VALUE',)"
The carpets in the rooms are stained and drains in the bath-tubs drain very slowly.,"('ROOMS',)","('CLEANLINESS', 'ROOMS')"
"The bedding is old, and pillows lumpy.","('ROOMS',)","('CLEANLINESS', 'ROOMS')"
The restaurant on property was ok - but did not bill to your room.,"('ROOMS',)","('FOOD',)"
Cleaner and safer area.,"('OTHER',)","('NOTRELATED',)"
Everything looks sharp and the hotel is well-run.,"('OTHER',)","('BUILDING', 'SERVICE')"
"This is all good, and the location is excellent.","('LOCATION',)","('LOCATION', 'OTHER')"
Overall the hotel is nice and a good deal.,"('OTHER',)","('OTHER', 'VALUE')"
It was recently renovated and the hotel property did a very good job.,"('OTHER',)","('BUILDING',)"
"The hotel has a laundry facility (which is a great perk), where guests can do their own laundry.","('OTHER',)","('BUILDING',)"
We also received a box of chocolates upon returning to the hotel for the last leg of our trip (a nice touch).I would not recommend having breakfast at the hotel.,"('OTHER',)","('FOOD', 'SERVICE')"
For a good breakfast right on the beach check out Duke's (less than a 5 minute walk from the hotel).,"('LOCATION',)","('NOTRELATED',)"
"Hot water seemed quite a scare commodity, if you washed mid-afternoon you were alright!","('OTHER',)","('ROOMS',)"
"Having said that, the hotel is in a nice quiet spot, with the metro station only 50 yards away, the reception did speak some English which is always handy.","('LOCATION',)","('CHECKIN', 'LOCATION')"
"Outside a cab was ready to take us to the Vitale, we arrived there within an hour of touching down, to be greated by a member of staff who clearly had more important customers than us, she simply told us that our room wasn't ready and that nothing could be guarenteed before 3.00pm, it was currently 12.30.After a long journey I expected a better welcome, afterall the hotel know which flight you're on and when to expect you.","('SERVICE',)","('CHECKIN', 'SERVICE')"
For a hotel which is aspiring to great things this attitude is something fundamental which needs to be addressed.,"('OTHER',)","('SERVICE',)"
"We ate in the Americano on our last evening which was buzzing with an afterwork crowd, the restuarant too was busy, the wine list was good and the food was very good.","('FOOD',)","('NOTRELATED',)"
"We would stay there again as the hotel, bar and restuarant are all very good lively places, it's just a shame that in the last place of our Honeymoon we were greeted by such an abrasive staff member, maybe she should look for a career which isn't customer facing.","('OTHER',)","('OTHER', 'SERVICE')"
Great location and breakfast!,"('LOCATION',)","('FOOD', 'LOCATION')"
There was a small roof top pool which we did not use.,"('OTHER',)","('BUILDING',)"
We stayed at the Brooklyn Bridge Marriott for one night before boarding a cruise out of Brooklyn.,"('OTHER',)","('NOTRELATED',)"
Arrived around 3 PM and had no problem checking in early.,"('OTHER',)","('CHECKIN',)"
After check-in we moved to the bar for a couple of drinks and found this to be a fun place.,"('OTHER',)","('FOOD',)"
"The bartender, Michael, makes a great Manhattan!","('OTHER',)","('SERVICE',)"
"Talked with the doorman, Nick, who recommended a great dinner spot - the Queen Italian Restuarant.","('FOOD',)","('SERVICE',)"
They serve Starbucks and a wicked cheesecake sampler platter ($13) which easily fed us all - we may not have finished it all!,"('OTHER',)","('FOOD',)"
The hotel itself is very lovely.,"('OTHER',)","('BUILDING',)"
Security is also very evident and appreciated.,"('ROOMS',)","('SERVICE',)"
Portions were huge and I'm not sure any of us were able to finish.,"('ROOMS',)","('FOOD',)"
Transportation notes: there were 4 of us traveling from JFK with at least 8 bags.,"('OTHER',)","('NOTRELATED',)"
"My husband and I, along with some friends, just returned from the Majestic Colonial.","('NOTRELATED',)","('OTHER',)"
"If you could not find anything here to eat, stay home.","('OTHER',)","('FOOD',)"
"The service was a bit slow at the steakhouse, but give them time.","('SERVICE',)","('FOOD',)"
It will improve.,"('OTHER',)","('FOOD',)"
"There are people working all over the hotel 24/7, gardening and keeping it clean.","('OTHER',)","('CLEANLINESS', 'SERVICE')"
Say hi to the boys at the beach bar!!,"('OTHER',)","('SERVICE',)"
"Bad, the Ugly The Good: Stunningly beautiful and well-kept grounds; most (see below) service was very friendly, especially the lower on the totem pole the employee is; lots of areas around main pool and beach for quiet lounging; warm ocean waves were great for boogie boarding but not too dangerous, even on red-flag days; ocean breeze very refreshing; nightly entertainment was fun and lively; 1 hour ride from airport wasn't too bad; great shower pressure!;","('BUILDING',)","('BUILDING', 'LOCATION', 'SERVICE')"
The Bad: Front desk disorganized (where do the lines begin??),"('OTHER',)","('CHECKIN',)"
"and front desk staff not at all friendly...very polite and professional, but cold and unapologetic; groundskeeping staff too noisy early in morning; cascade pool area was smaller to very crowded...no secluded/quiet areas; internet is NOT free, regardless of what it says in the room directory; food was ok, but all started to taste the same...last night's lobster bisque was the next day's lunch buffet soup, etc; good attempt at an upscale menu, but the food never quite tasted up to par...best dishes were the ones that had some spice or marinade, like mexican or caribbean (it's what they know/do best); Quisqueya (gourmet) restaurant had the worst service of all restaurants...the other restaurants, even the buffets, all had 3 cutlery services at each place setting (appetizer, entree, dessert) so each setting was removed after being used...the gourmet restaurant had only once setting per person and the waiter/bus boy (we were never sure who was who) took the dirty silver off the plate and put it on the table to be used for the next course...yuck...this happened on all 3 visits to the Quisqueya;The Ugly; It took 4 days to get a room change due to the staff noise...middle of the night bottle recycling outside our window...and the shower was broken in our new room...the Honeymoon Suite!;","('FOOD',)","('CHECKIN', 'FOOD', 'ROOMS', 'SERVICE')"
Overall: A beautiful resort with a friendly (except front desk managers) and hard-working staff.,"('SERVICE',)","('CHECKIN', 'SERVICE')"
The hotel is very clean but somewhat dingy.,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS',)"
There are minor marks on the wall and such.,"('ROOMS',)","('CLEANLINESS',)"
As far as the bathroom and sheets everything is perfectly clean.,"('CLEANLINESS', 'ROOMS')","('CLEANLINESS',)"
When we went in we immediatley noticed the smell.,"('FOOD',)","('ROOMS',)"
I think it just may be a sewage problem in that neighborhood of Florence.,"('OTHER',)","('NOTRELATED',)"
"Bottom line, it is a great value but it does have some significant problems if you are in the wrong room.","('ROOMS',)","('VALUE',)"
Checked in at 10pm and the front desk staff was very courteous and cheerful and checked me in promptly.,"('SERVICE',)","('CHECKIN',)"
"It would comfortably fit two people, maybe three.","('OTHER',)","('ROOMS',)"
The bathroom was very clean and had a separate shower and tub.,"('ROOMS',)","('CLEANLINESS',)"
"The water is spectacular, looks like a scene from Pirates of the Caribbean.","('FOOD',)","('OTHER',)"
The rooms were nicely furnished -- but be aware this is a country that is not highly accustomed to Americans' perfectionist expectations.,"('OTHER',)","('ROOMS',)"
"Staff works on Island Time, not American time.","('OTHER',)","('SERVICE',)"
"The restaurants serve on Island Time as well, but there is always the buffet, which was delicious.","('FOOD',)","('FOOD', 'SERVICE')"
My daughter is currently contemplating colleges.,"('OTHER',)","('NOTRELATED',)"
"In a misguided attempt to dissuade her from going far away in scary (to a mom) New York, I took her for a long weekend to the Big Apple.","('OTHER',)","('NOTRELATED',)"
"The Kimberly Hotel was in a great location, the staff could not be more helpful and the rooms were large enough to accommodate a crabby teenager and mother without any fuss.","('ROOMS',)","('LOCATION', 'ROOMS', 'SERVICE')"
"I highly recommend this hotel to anyone wishing to avoid the giant impersonal hotels, as you will have all the amenities and none of the hassle.","('OTHER',)","('BUILDING',)"
Great Staff nice reception hour and excellent service.,"('SERVICE',)","('CHECKIN', 'SERVICE')"
"Wouldn't return to New York though, thought it was just the same as any other city.","('OTHER',)","('NOTRELATED',)"
I have to say it's amenities and services were great.,"('OTHER',)","('BUILDING',)"
"The hotel also has a nice hot tub, work out room, and pool in the basement level.","('ROOMS',)","('BUILDING',)"
They also have business services and currency exchange and a Starbucks on the ground floor areas.,"('ROOMS',)","('BUSINESS',)"
"When we arrived, we climbed the flight of stairs with 100 plus lbs of luggage.","('OTHER',)","('BUILDING',)"
The walkways are lined with brown outdoor style carpet.,"('OTHER',)","('BUILDING',)"
"He was helpful in saying that he would make a note in his computer system for verification of reasons we couldnt stay, not sure if this actually occured but we will see.","('OTHER',)","('CHECKIN',)"
He didnt offer to have us check another room or to investigate our concerns with the original room.,"('ROOMS',)","('SERVICE',)"
"Fabulous, Friendly Hotel","('OTHER',)","('OTHER', 'SERVICE')"
"From the greeting when we arrived to the help with getting to the train station and goodbye's when we left, it was a wonderful experience.","('LOCATION',)","('CHECKIN',)"
The hotel public areas and rooms are lovely; breakfast is good; and happy hour is just the thing after a day of exploring Florence!,"('LOCATION',)","('BUILDING', 'FOOD')"
"However, the best part is the care you receive from Fabrizio and Tommaso from the moment you book the reservation and ask for touring help, to check in and out, to dinner and musuem reservations while you are there.","('SERVICE',)","('CHECKIN', 'SERVICE')"
It feels like you are staying at a friend's home where they are glad to see you and want you to love their home and city!,"('NOTRELATED',)","('SERVICE',)"
The room was bigger than we expected after reading the reviews and along with the bathroom was very clean.,"('ROOMS',)","('CLEANLINESS', 'ROOMS')"
After reporting the loss of a key ( no problems with reception thank goodness!),"('OTHER',)","('CHECKIN',)"
we moved to another room which was much smaller but okay for the short time we spent in it.Internet access was free with a guest computer in the reception's library area - this was great but if you use please remember that the person who is using may just have logged on before you arrived.,"('VALUE',)","('OTHER', 'ROOMS')"
Only down side was with the luxury breakfast - we had real problems getting a seat and juice.,"('FOOD',)","('OTHER',)"
"First, the resort is about an hour from the international airport in Isla Verde and transportation is not included to and from the hotel ($120 round trip for 2 adults).","('LOCATION',)","('LOCATION', 'OTHER')"
"The building and the bungalows are very pretty as well as the pool area and the mountain view (it's the rain forest called Yunque that can be seen from the pool area) sadly, the outdoor lobby where the main desk is located is just simply too hot, I was sweating heavy while waiting in line to be checked in (also long line at check out since express check out from room TV was not available) and nobody offered us any refreshment or water, also the desk agents did not look very happy to be working in those conditions.","('ROOMS',)","('BUILDING', 'CHECKIN', 'LOCATION', 'SERVICE')"
A la carte restaurants need reservations in advance and if the place is crowded you won't be able to get any reservation during the whole stay.,"('OTHER',)","('FOOD',)"
"The main bar was enjoyable and the bartenders gave good service while a lady sang spanish songs, enjoyed that very much and tasted a bit of the national culture talking to locals and watching them dance but this was the only nightlife the hotel offered since they have no live bands or dance club.","('SERVICE',)","('OTHER',)"
